name,category,description,retail_price,bulk_price,bulk_min_qty,is_bulk_available,featured,stock_status,variants
"60mm Stainless Steel Disc Padlock with Keys, 2 Pack, Silver, Hardened Shackle, Security Lock",accessories,"These 60mm stainless steel disc padlocks are essential security tools for protecting your valuable belongings and property. This 2-pack set features robust construction with hardened shackles that resist cutting and sawing attempts, making them ideal for securing storage units, sheds, gates, garages, and outdoor equipment. The distinctive disc design provides superior protection against bolt cu...",130,,,true,false,in_stock,
"90mm Stainless Steel Disc Padlock with Keys, 2 Pack, Silver, Hardened Shackle, Security Lock",accessories,"These 90mm stainless steel disc padlocks are essential security solutions for protecting your valuable belongings and property. Featuring a robust disc-style design with a hardened shackle, these locks provide superior resistance against cutting, sawing, and prying attempts. The stainless steel construction ensures durability and weather resistance, making them ideal for both indoor and outdoor...",180,,,true,false,in_stock,
"4-Digit Combination Padlock, Brass Body, Chrome Shackle, Long Shackle",accessories,"This 4-digit combination padlock offers reliable security for lockers, storage units, gym bags, and toolboxes. The brass body construction provides durability and resistance to wear, whilst the chrome-plated shackle delivers added strength and protection against corrosion. The long shackle design allows for versatile use, making it easy to secure items with thicker chains or through larger open...",109,,,true,false,in_stock,
"HMK Scratch Swirl Remover, Micro-Polishing Technology, Car Paint Care, 300ml",accessories,"Product description The HMK Scratch Swirl Remover is your solution for restoring your vehicle's paintwork to its former glory. This advanced car care product utilises micro-polishing technology to safely remove imperfections, including door handle scratches, swirl marks, and other problem areas that diminish your car's appearance. The ultra-fine polishing agents work to smooth away blemishes wh...",259,,,true,false,in_stock,
"Bamboo Kitchen Utensil Set with Holder, Includes Spoon, Spatula and Fork, Natural Wood Finish - 3-in-1",accessories,"Elevate your cooking experience with this elegant 3-in-1 Kitchen Utensil Set, complete with a handy holder to keep your countertop organised. The set includes three essential kitchen tools — a spoon, a spatula, and a fork — all crafted with a beautiful natural wood finish that adds a warm, rustic charm to any kitchen décor. The smooth finish is gentle on cookware surfaces, making these utensils...",89,,,true,false,in_stock,
"8'' Stainless Steel Door Bolt Latch, Silver, for Wooden Doors, Cabinets and Desks, Sliding Barrel Lock with Strike Plate",accessories,"This 8-inch stainless steel door bolt latch is a reliable and sturdy security solution for your home or office. Crafted from high-quality stainless steel with a polished silver finish, this sliding barrel lock offers both durability and a sleek appearance that complements a variety of surfaces. The set includes a strike plate, making installation straightforward and hassle-free.",65,,,true,false,in_stock,
"Fridge Safe Voltage Protector, 16A, with Bypass Function, LED Indicators, SF-A005F",accessories,"The SAFY VOLT Fridge Safe Voltage Protector (SF-A005F) is a reliable plug-in device designed to shield your fridge and other appliances from damaging voltage fluctuations. With a robust 16A capacity, it plugs directly into your wall socket — no wiring required — making installation quick and hassle-free. The device features three easy-to-read LED indicators: a red light signals that the applian...",189,,,true,false,in_stock,
"Garden Bypass Pruning Shears, Stainless Steel Blade, Red and White Handles, 20.5cm, Spring-Loaded",accessories,"These Garden Bypass Pruning Shears are an essential tool for any gardening enthusiast, whether you are tending to roses, trimming shrubs, or maintaining fruit trees. Measuring 20.5 cm in total length with a 8.5 cm stainless steel blade, these shears are perfectly sized for precise and controlled cutting. The bypass design ensures clean, accurate cuts that promote healthy plant growth and minimi...",119,,,true,false,in_stock,
"JH-2000 Spirit Level, 600mm, Magnetic, UV Resistant with Shockproof Vials",accessories,"The JH-2000 Spirit Level is an essential tool for professionals and DIY enthusiasts who demand precision in their work. This 600mm spirit level combines accuracy with durability, making it perfect for construction, carpentry, plumbing, and home improvement projects. Featuring shockproof vials that protect against accidental drops and impacts, this level is built to withstand the rigours of dail...",109,,,true,false,in_stock,
"Portable C-Shaped Desktop Fan with RGB Colour Light, USB Powered, Strong Wind, Table Fan",accessories,"Stay cool and stylish with this Portable C-Shaped Desktop Fan, a sleek and modern addition to any workspace or home. Featuring a striking C-shaped design with vibrant RGB colour lighting, this fan doubles as an eye-catching decorative piece that adds a splash of colour to your desk. The USB-powered plug-and-play functionality means you can connect it effortlessly to your PC, a charging head, or...",369,,,true,false,in_stock,
"Portable Car Tyre Inflator Pump, Black and Yellow, with Pressure Gauge, 100 psi, 12.4 x 16 cm",accessories,"Never get caught with a flat tyre again with this compact and reliable Portable Car Tyre Inflator Pump. Finished in a bold black and yellow design, this handy air pump is built to get you back on the road quickly and with minimal fuss. The built-in analogue pressure gauge reads up to 100 psi, allowing you to monitor tyre inflation accurately and inflate to the correct pressure every time.",220,,,true,false,in_stock,
"JIA YUAN 3-Piece Kitchen Knife Set, Stainless Steel Blades with Wooden Handles, 8"" Cleaver, 8"" Chef, 5"" Fruit Knife",accessories,"Elevate your culinary experience with the JIA YUAN 3-Piece Kitchen Knife Set, crafted from selected high-quality stainless steel for lasting sharpness and durability. This versatile set includes an 8"" (approximately 20 cm) cleaver knife, an 8"" (approximately 20 cm) chef's knife, and a 5"" (approximately 13 cm) fruit knife, giving you everything you need to tackle a wide range of kitchen tasks wi...",399,,,true,false,in_stock,
"Vacuum Insulated Stainless Steel Travel Mug with Flip Lid, Double Wall, BPA Free, Keeps Hot & Cold (Blue)",accessories,"Stay hydrated on the go with this Vacuum Insulated Stainless Steel Travel Mug, designed to keep your beverages at the perfect temperature for hours on end. Crafted from premium stainless steel with double wall vacuum insulation, this mug effectively keeps hot drinks hot and cold drinks cold, making it ideal for everything from your morning coffee to an ice-cold refreshment on a warm day. The co...",,,,true,false,in_stock,
"Digital Electric Fan Heater, White, Portable Room Heater with Thermostat Control, Dual Position - DGM-QHS11",accessories,"Stay warm and comfortable during the cold months with the Digimark Digital Electric Fan Heater. This compact and portable room heater is designed to deliver efficient, consistent warmth wherever you need it most. Featuring a built-in thermostat control, you can easily adjust the temperature to your preferred comfort level, ensuring your space stays cosy without overheating.",289,,,true,false,in_stock,
"Portable USB Rechargeable Smoothie Blender, Personal Size, Pink",accessories,"Transform your healthy lifestyle with this sleek, portable USB rechargeable blender in elegant pink. Perfect for creating fresh smoothies, protein shakes, and fruit drinks on the go, this personal-size blender combines convenience with powerful performance. The compact design features a built-in USB rechargeable battery, making it ideal for use at home, office, gym, or while travelling.",279,,,true,false,in_stock,
4 in 1 OTG Four Ports : Lightning + Type C + Micro USB + USB Card Reader,chargers,"Newest 4 in 1 TF (Micro SD) Card Reader, faster, smaller, thinner Gratis app Name ''iUSB Pro'' from the app store for communication between your iOS devices. Secured file encryption for private file Securely store and share digital contents such as movies, videos, photos, files, pictures, and music from your phone ►► Wide Compatibility with Popular-format: ◄◄ ✔ Files: doc, ppt, xls, xlsx, pdf, ...",325,,,true,false,in_stock,
LED LCD PDF Flat panel TV Wall Mount for 40-85 inch TV's,accessories,It is easy to install. Includes all mounting hardware to install mount onto the wall. A variety of screws/hardware is included to install the TV onto the mount.,195,,,true,false,in_stock,
BLUETOOTH V5.5 USB DONGLE,chargers,"USB Bluetooth Adapter for PCUSB Bluetooth V5.5 Wireless le Receiver for PC, Desktop, Laptop with Windows 10, 8, 7 for Bluetooth Stereo Headset Music, Keyboards, Mouse, SpeakersOperation range: 10-20metersBluetooth Low Energy (BLE) protocol support.LED indicator indicates device status.Up to 3 Mbps data transfer rate with Enhanced Data Rate (EDR) support.Backward support classic Bluetooth V5.3/V...",220,,,true,false,in_stock,
3D MOON LAMP,accessories,"The 3D Moon Lamp simulated the real appearance of the moon, it's gentle glow will create a warm, relaxing and romantic night beyond your expectations. It adopts advanced 3D printing technology, vividly simulate the real appearance of the moon. It comes with 4 light modes and 16 lighting colors, easy to use the remote to change the moon lamp colors and brightness.",218,,,true,false,in_stock,
"Wooden Toothpicks in Money Design Dispenser, 10 Pack, Natural Wood, Novelty Dollar Bill Theme",accessories,These wooden toothpicks come in a clever novelty dispenser featuring an eye-catching dollar bill design that adds a touch of humour to your dining table or kitchen counter. The natural wood toothpicks are housed in convenient dispensers that keep them clean and easily accessible whilst making a playful statement. This 10-pack set ensures you'll have plenty of toothpicks on hand for everyday use...,108,,,true,false,in_stock,
CAR AUX BLUETOOTH 5.0 RECEIVER 3.5MM AUDIO JACK CAR TRANSMITTER,chargers,"Aux Car Bluetooth 5.0 Receiver 3.5mm 3.5 AUX Jack Stereo Music Audio Car Transmitter Speaker Amplifier Wireless Adapter With Mic. Perfect for the older vehicles/radios without bluetooth connectivity. Plug into your AUX port, connect phone via bluetooth and sound plays through your vehicle speakers!",285,,,true,false,in_stock,
WIRE FERRULE CRIMPING TOOL KIT FERRULE CRIMPER PLIER,accessories,"Enhance your electrical projects with the Wire Ferrule Crimping Tool Kit Ferrule Crimper Plier, designed for precision and reliability. Our crimper ensures secure and efficient connections, perfect for both intricate and large-scale motor wiring tasks. Enjoy the ease of a tool built for comfort and durability, trusted by industry experts.",499,,,true,false,in_stock,
Multifunctional Electric Rice Cooker - 5L,accessories,"Presenting the perfect answer for busy homes - our pressure cooker tailored for large families. Transform your culinary experience and regain valuable time with family while maintaining nutrition and taste. Shorter cooking times allow for better nutrient retention, making each meal both nutritious and tasty.",699,,,true,false,in_stock,
Electric Hot Comb Hair Straightener Ceramic Straightening Iron Frizz- Free 3 Heating Adjustable Straightener Brush Anti Scald Press Comb Ceramic for Home Professional Salon,accessories,"Product description Features: The heating comb teeth deliver even ceramic heat, no damage for hair and help to make hair beautiful, frizz- free and shine. Temperature setting: Adjustable to suitable temperature according to different hair types. Fast heating and easy to use, creating the perfect hairstyle in several minute while saving your precious time.",250,,,true,false,in_stock,
"Stainless Steel Soup Pot Set, 4 Pieces, with Lids, Silver Finish, Decorative Diamond Pattern",accessories,"This elegant 4-piece stainless steel soup pot set brings both functionality and style to your kitchen. Each pot features a beautiful diamond pattern design on the lid that adds a decorative touch to your cookware collection. Crafted from durable stainless steel with a lustrous silver finish, these pots are built to last and maintain their attractive appearance through years of use.",599,,,true,false,in_stock,
X8 Multifunction wireless Car MP3 Music Player FM Transmitter,chargers,"ABOUT: - The version: 5.0+EDR - Supports Hands-Free phone: Built-in microphone, safe and convenient to answer the phone. - The call handling noise CVC: Wind noise suppression, full duplex communication technology. - Stereo FM Radio: Supports WAV lossless music player, on the host, set the radio frequency and FM player display transmit frequency, can be heard from a car audio system in the music.",200,,,true,false,in_stock,
"Compact Induction Stove with LED Display, Touch Controls & Ceramic Glass Infrared Cooktop for Home, Buffet & Countertop Use - 2000W",accessories,"The Induction Stove provides strong and effective cooking through its radiant infrared heating system, situated beneath a stylish and sturdy toughened ceramic glass top. Crafted for contemporary kitchens and convenient cooking, it has a sleek design while delivering a powerful output of 2000W. The LED screen and user-friendly touch control panel provide temperature and timer settings for accura...",799,,,true,false,in_stock,
"4W ULTRA QUIET LED MOSQUITO AND FLY TRAP, ENERGY-SAVING & POWER SAVING",accessories,"Model No: B04-4W, WATT: 10, INPUT: 220v-240-50/60hz, Fluorescent Lamp type: TLD6W Lamp no:2, 4W BS PLUG, 2 TUBE. Chain for easy hanging suitable for home,farm,factory ,restaurant, hospital,hotel,office and Chop bar. Easy to install,clean & replace tubes, No poisonous vapor ,irritating order or contamination.",299,,,true,false,in_stock,
"Electric Bug Zapper Racket, Rechargeable Mosquito Swatter, White",accessories,"Keep your space bug-free with this innovative electric bug zapper racket. This rechargeable mosquito swatter features a robust mesh grid design that effectively eliminates flying insects on contact. The white racket sports an ergonomic handle for comfortable grip during use, while its lightweight construction makes it easy to swat and manoeuvre.",399,,,true,false,in_stock,
"Rechargeable Small LED Torch, Adjustable Focus with 3 Lighting Modes - 350 Lumens 3. 7V-4.2V Voltage Waterproof Flashlight Torch, for Camping Hiking Outdoor Emergency - PACK OF 2",accessories,"This versatile and portable LED flashlight is designed to meet all your illumination needs, whether for daily use, outdoor adventures, or emergency situations. With its compact design, powerful lighting capabilities, and durable construction, it’s the perfect tool for any situation. The adjustable zoom lets you seamlessly switch between wide flood beams for broader visibility and spot beams for...",220,,,true,false,in_stock,
"Bamboo Cooking Utensil Set, 4 Piece, Fork, Spatula and Spoon, Hanging Hole Handles",accessories,"Upgrade your kitchen with this versatile 4-piece bamboo cooking utensil set, thoughtfully designed to cover all your everyday cooking needs. The set includes a fork, spatula, mixing spoon, and a flat-edged spoon, giving you a well-rounded collection of tools for stirring, flipping, serving, and tossing. Each utensil features a convenient hanging hole on the handle, making storage neat and acces...",89,,,true,false,in_stock,
Intelligent Personal Body Weight Bluetooth Scale With BMI Measurements App and LED Display - (Battery Operated),accessories,"Transform your health tracking experience with this advanced smart digital scale. Featuring high-precision sensors that measure up to 180kg in 50g increments, this Bluetooth-enabled scale provides comprehensive body composition analysis through 13 different metrics. The sleek tempered glass platform houses sophisticated electrodes that capture detailed data about your body, from weight and BMI ...",499,,,true,false,in_stock,
PROFESSIONAL HAIRCUTTING TRIMMER KIT WITH LCD DISPLAY AND TYPE-C CHARGING (BLUE),accessories,"Achieve professional-quality grooming from the comfort of your home with our Professional Haircutting Trimmer Kit. Featuring a sharp stainless steel blade and a powerful motor, this trimmer is designed to handle all hair types, from fine to thick and long hair, without sticking or pulling. The kit includes 4 clipper guards (1.5mm, 2mm, 3mm, 4mm), allowing you to customize your trimming lengths ...",370,,,true,false,in_stock,
"3-in-1 Car Charger with LED Display, USB Type-C and Lightning Compatible Cables, 24W Fast Charging, Digital Voltage Monitor, Black",chargers,"Transform your vehicle's charging capabilities with this versatile 3-in-1 car charger. The sleek black design features a clear LED display that shows real-time voltage monitoring, helping you keep track of your device's charging status. With both USB Type-C and Lightning compatible cables integrated into a convenient spiral design, this charger eliminates cable clutter while accommodating multi...",259,,,true,true,in_stock,
Neon LED Bar Sign,accessories,Bar Sign. This sign plugs into the wall and has an on-off switch built on the cord. When turned on the word Bar stays lit solid and the blue lights chasing to give it an eye-catching effect.,250,,,true,false,in_stock,
80L Camping & Hiking Large Capacity Travel and Tactical Backpack,accessories,"Discover ultimate adventure readiness with the 80L Camping & Hiking Large Capacity Tactical Backpack. Engineered for durability and reliability, this waterproof-resistant powerhouse seamlessly fits into your rugged outdoor pursuits, with ample space to stow all your gear securely. Whether you’re embarking on a weekend trek or an extended expedition, this versatile backpack supports your journey...",574,,,true,false,in_stock,
DALING PROFESSIONAL HAIR CLIPPERS DL-1759,accessories,"DALING Professional hair clippers are designed for precision and efficiency. These clippers feature sharp stainless steel blades that ensure a smooth, clean cut every time. With an ergonomic design, they offer comfortable handling and reduced fatigue during extended use.",385,,,true,false,in_stock,
"Amber Strobe Beacon Warning Light, Magnetic Base, Cigarette Lighter Plug, Emergency Flash for Vehicles",accessories,"Stay visible and keep others safe on the road with this Amber Strobe Beacon Warning Light. Designed for easy installation on any vehicle, this compact yet powerful warning light features a strong magnetic base that attaches securely to any metal surface in seconds. The coiled power cord plugs directly into your vehicle's cigarette lighter socket, making it incredibly convenient to use without a...",269,,,true,false,in_stock,
"Safy Gas Portable Radiant Heater (LPG Gas Cylinder NOT Included), Infrared, Outdoor Use - LQ-2025",accessories,"The Safy Gas Portable Radiant Heater with 3KG LPG Gas Cylinder is the ideal heating solution for outdoor use, combining convenience and powerful infrared warmth in one compact package. The heater mounts directly onto the included 3KG LPG gas cylinder, making it easy to set up and move wherever heat is needed. Its infrared radiant heating technology delivers consistent, directional warmth that i...",280,,,true,false,in_stock,
WIRELESS ULTRA-THIN 2.4G KEYBOARD DOCK AND MOUSE SUITE - K-06,accessories,"Wireless RF (radio frequency) 2.4GHz Operation distance: 10 meters ( 32.8 feet ) Power conservation mode during times of no movement PC USB connector Compatible with Windows 2000/XP/VISTA With slim link office keyboard Tracking ball resolution: 800DPI Powerful office function 78 keys and 35 hotkeys Optical frequency: 2.4Ghz radio frequency Operating current : keyboard: 8mA max, receiver: 30mA m...",389,,,true,false,in_stock,
HIGH PRESSURE MULTI-FUNCTIONAL CORDLESS RECHARGEABLE CLEANING GUN,accessories,"Say goodbye to tedious car washing and hello to convenience with our Cordless Handheld Car Washing Water Gun. Designed for ultimate mobility and powerful cleaning, this innovative device makes car maintenance effortless. Whether you're at home, on the road, or need a quick wash before an event, our water gun provides a superior clean with minimal effort.",995,,,true,false,in_stock,
"Sports Car License disc holders, Set of 12, Black Round with Luxury Vehicle Designs",accessories,"Elevate your vehicle documentation style with this premium set of 12 black round license disc holders featuring stunning luxury sports car designs. Each holder showcases a different high-performance vehicle illustration, including iconic Ferrari models and other prestigious sports cars, printed in crisp detail on white centres surrounded by elegant black borders. These holders are specifically ...",550,,,true,false,in_stock,
PROFESSIONAL HAIRCUTTING TRIMMER KIT WITH LCD DISPLAY AND TYPE-C CHARGING (BLACK),accessories,"Achieve professional-quality grooming from the comfort of your home with our Professional Haircutting Trimmer Kit. Featuring a sharp stainless steel blade and a powerful motor, this trimmer is designed to handle all hair types, from fine to thick and long hair, without sticking or pulling. The kit includes 4 clipper guards (1.5mm, 2mm, 3mm, 4mm), allowing you to customize your trimming lengths ...",370,,,true,false,in_stock,
"Dental Floss Toothpicks, 6 Pack, Oral Hygiene Care",accessories,"These convenient dental floss toothpicks combine the cleaning power of dental floss with the precision of a toothpick, making oral hygiene easier and more effective. This 6-pack set comes in assorted colours, perfect for keeping your teeth and gums healthy throughout the day. Each toothpick features a sturdy pick on one end for removing food particles and a strong floss strand for cleaning betw...",105,,,true,false,in_stock,
DALING Professional Style Hair Clippers DL-1538A,accessories,"The luxury design of the new DALING Professional hair clippers ensures a flawless cut, clip, or shave. This barber clipper has a robust and quiet engine that enables faster, more efficient operation. It works better since it doesn't pull hair and is also suitable for thick, moist hair.",485,,,true,false,in_stock,
2-LAYER DISH DRAINER,accessories,"Discover the ultimate kitchen convenience with the 2-Layer Dish This efficient, space-saving solution is perfect for drying all your dishes and utensils, with practicality and versatility. Easy to assemble and durable, it ensures a clutter-free countertop, so you can focus on what truly matters. Trust our commitment to innovation and customer satisfaction to make your kitchen more organized today.",295,,,true,false,in_stock,
Professional Hair Clipper for Men,accessories,"Product description POWERFUL MOTOR & LOW NOISE: The hair trimmer with a powerful rotary motor, smooth and does not get stuck in the hair. Stronger power and less noise. Noise is less than 60 decibels.",169,,,true,false,in_stock,
Tabletop Mini Snooker Pool Table Set,accessories,"the mini snooker pool table set is a compact recreation of a standard-sized snooker table. It features a green felt playing surface with six pockets, wooden or metal rails, and set of snooker balls (15 reds, other colors, and a cue ball). The table also has a triangular rack for arranging the balls, a cue stick, and a scoring board.",662,,,true,false,in_stock,
"13-Piece Pink Cookware Set with Glass Lids, Non-Stick Coating, Includes Pots, Frying Pan, Kitchen Utensils",accessories,"This vibrant 13-piece pink cookware set brings style and functionality to your kitchen. The comprehensive collection includes multiple pots with glass lids, a frying pan, and a complete range of kitchen utensils, providing everything you need for everyday cooking. Each piece features a non-stick coating on the interior, making cooking and cleaning effortless whilst requiring less oil for health...",700,,,true,false,in_stock,
"30L Military Tactical Backpack – Outdoor Army Assault Pack for Hunting, Trekking, Camping & Outdoor Activities, Black",accessories,Product Size: about 45x25x23 cm Material: Oxford Cloth+Nylon Capacity: about 30L,369,,,true,false,in_stock,
"RGB LED Floor Lamp, Color Changing Corner Light, Gaming Room Decoration, Streaming Setup Ambient Lighting",accessories,"Transform your gaming setup or streaming studio with this stunning RGB LED floor lamp that creates the perfect ambiance. Standing tall with a sleek design, this corner light brings vibrant color-changing capabilities to elevate any room's atmosphere. The lamp seamlessly transitions through a spectrum of colors, casting a gentle glow that enhances your gaming experience or provides dynamic backg...",599,,,true,false,in_stock,
ABT Series-150 Active Outdoor Dual Receiver & Transmitter IR Beam - 150m,cctv,"The Active Infrared Sensor provides reliable outdoor security monitoring with its advanced dual beam technology. This sophisticated motion detector device creates an invisible infrared barrier that detects intrusions with precision, making it an essential component of any comprehensive security system. The dual beam configuration minimises false alarms by requiring both beams to be interrupted ...",599,,,true,false,in_stock,
Drill Brush Set with extended Long Attachment (Drill Excluded) - Set of 3,accessories,"This drill brush kit fits all cordless drills and impact drivers. Durable high quality nylon bristles are great for scrubbing and cleaning fiberglass, porcelain, linoleum, tile and grout. Brush have a quick change shaft which will allow it to fit into your impact driver or cordless drill.",220,,,true,false,in_stock,
5m 12v LED Digital Bed Lighting Strip with PIR Sensor For Motion Activated Illumination - 2835 White,accessories,"Transform any space with these versatile LED string lights featuring 20 high-performance 2835 lamp beads. Delivering an impressive 5000 lumens of brilliant white illumination, these lights create a captivating atmosphere perfect for indoor bedding illumination. The generous 5-metre cable length offers extensive coverage for your lighting needs, while the waterproof construction ensures durabili...",399,,,true,false,in_stock,
"Martial Eagle Paint Brush Set, 5 Pieces, Yellow Handle, Sizes 12mm/25mm/38mm/50mm/64mm",accessories,"The Martial Eagle 5-Piece Paint Brush Set is the ideal companion for any home improvement or professional painting project. This versatile set includes five brushes in a range of sizes — 12mm, 25mm, 38mm, 50mm, and 64mm — ensuring you have the right brush for every task, from detailed trim work to broad surface coverage. Each brush features a comfortable yellow plastic handle with a secure grip...",109,,,true,false,in_stock,
5000g STAINLESS STEEL ELECTRIC KITCHEN SCALE WITH LCD DISPLAY,accessories,"Elevate your culinary precision with the 5000g Stainless Steel Electric Kitchen Scale with LCD display. Perfect for home chefs and professionals alike, it boasts a sleek, durable design that promises both style and longevity. The clear LCD screen offers effortless readability, ensuring you measure every ingredient accurately for consistently delicious results.",220,,,true,false,in_stock,
20-LED SOLAR POWERED LED WALL LIGHT with PIR SENSOR + CDS NIGHT SENSOR - SET OF 6,solar,"Features: Motion sensor automatically turns the light on/off Using grade A+battery cells, large capacity, long standby. Intelligent sensing system provides overcharge, overvoltage, short circuit and more security protection. Auto-sensing: Detecting light brightness and human motion automatically.",499,,,true,false,in_stock,
"Super Stainless Razor Blades, Double Edge, 5 Blades Per Pack, 10 Tucks, Super Platinum Series",accessories,"Product description Experience superior shaving with Super Stainless razor blades, featuring premium double-edge design for a close, precise shave. Each tuck contains 5 meticulously crafted stainless steel blades, and this value pack includes 10 tucks for long-lasting use. The Super Platinum series showcases the razor's commitment to quality, delivering consistently smooth results with every sh...",189,,,true,false,in_stock,
"Yoga Mat, Exercise Fitness Mat, Purple Blue Pink, Non-Slip Workout Mat, 3 Pack",accessories,"Transform your fitness routine with this versatile 3-pack yoga mat set, featuring vibrant purple, blue, and pink options to match your mood and style. These exercise fitness mats are designed to provide the perfect foundation for your yoga practice, Pilates sessions, stretching routines, or general workout needs. The non-slip surface ensures stability and confidence during even the most challen...",299,,,true,false,in_stock,
Advanced Mini 2.4G Backlit Wireless Touchpad Keyboard,accessories,"This is a rechargeable 2.4G wireless remote controller. It can provide people a unique and capable tool to operate their PC, Android-based Smart TV, TV Box and media player. It is plug and play, no software of driver needed.",274,,,true,false,in_stock,
B-10 Tactical Hydration Insulated Water Backpack with 3L Water Bladder for Hiking Running Biking Cycling - Khaki,accessories,1. Material: 900D high density Oxford waterproof fabric 2. Product Size: 25x7x45cm,399,,,true,false,in_stock,
INSTANT ELECTRIC HEATING WATER FAUCET AND SHOWER,accessories,"Easy to install and use Power: 220-240 V Cord: 1 m Material: ABS plastic, metal",648,,,true,false,in_stock,
B-10 Tactical Hydration Insulated Water Backpack with 3L Water Bladder for Hiking Running Biking Cycling - Black,accessories,1. Material: 900D high density Oxford waterproof fabric 2. Product Size: 25x7x45cm,399,,,true,false,in_stock,
"Rechargeable LED Spotlight, High Power Handheld Searchlight with Tripod, USB Charging, Black - W591",accessories,"This rechargeable LED spotlight is a powerful handheld searchlight designed for those who need reliable illumination in any situation. Whether you're camping in the wilderness, working on outdoor projects, or dealing with emergency situations, this high-power torch delivers exceptional brightness to light up your surroundings. The spotlight features a robust construction with a comfortable grip...",399,,,true,false,in_stock,
AUTO-POWER OFF SCIENTIFIC CALCULATOR WITH DOUBLE LCD DISPLAY - KK-82MS-D,accessories,"Scientific Calculator with 240 Functions and 2-Line Screen Multi-purpose Portable Student Calculator for Math Teaching Features:1. 240 Functions: Calculator meets so many calculation requirements for maths, algebra, fractions, trigonometry , statistics, accounting etc.2. Multifunctional mathematics calculator: can use to calculate advanced functions.3.",199,,,true,false,in_stock,
TRIPOD FLOODLIGHT STAND FOR DOUBLE LIGHT MOUNTING,accessories,"Illuminate your space with the durable and versatile TRIPOD FLOODLIGHT STAND FOR DOUBLE LIGHT MOUNTING. Designed to provide optimal lighting, this stand ensures stability and ease of use, meeting the high standards of our valued customers. Perfect for both professional and DIY projects, it complements our range of floodlights by enhancing visibility and safety.",365,,,true,false,in_stock,
"CC Lamp Small Solar Panel Charger Portable USB Solar Panel, 6V 3.8W, for Camping Hiking Outdoor Activities",chargers,"CC Lamp Small Solar Panel Charger Portable USB Solar Panel, 6V 3.8W, for Camping Hiking Outdoor Activities",239,,,true,false,in_stock,
Battery Mate 12V LED Digital Battery and Alternator Tester with Status Indicators,accessories,"The OB Resource Battery Mate 12V LED Digital Battery and Alternator Tester is an essential diagnostic tool for vehicle maintenance. This compact device features an easy-to-read LED digital display that clearly indicates both battery and alternator status. The intuitive interface shows multiple battery states including 'Full', 'Middle', and 'Low', while also providing 'Good' or 'Fault' readings ...",189,,,true,false,in_stock,
"Wireless Home Security Alarm System Kit with GSM Module, Motion Sensor, Door Sensor, 2 Remote Controls and Siren, White",cctv,"Protect your home with this comprehensive wireless security alarm system kit. The system includes a GSM module for cellular connectivity, ensuring your property remains monitored even without a landline connection. The package comes complete with essential components: a reliable motion sensor for detecting movement, a door sensor to monitor entry points, and two remote controls for convenient s...",799,,,true,true,in_stock,
"30x40cm Bamboo Cutting Board with Metal Ring, Rectangular, Natural Wood Grain, Kitchen Chopping Board",accessories,"This rectangular cutting board is an essential addition to any kitchen, offering both functionality and natural beauty. Measuring 30x40cm, it provides ample space for preparing ingredients, chopping vegetables, slicing meats, and serving cheese or charcuterie. The board features an attractive natural wood grain pattern that adds warmth and character to your kitchen workspace.",119,,,true,false,in_stock,
"Bamboo Cooking Utensil Set of 3, Spatula and Slotted Turner, Natural Wood Colour, with Hanging Hole",accessories,"Upgrade your kitchen with this versatile set of 3 bamboo cooking utensils, perfect for everyday use. The set includes a rounded spatula, a flat spatula, and a slotted turner, giving you all the tools you need for stirring, flipping, and serving a wide variety of dishes. Crafted in a warm, natural wood colour, these utensils add a classic, timeless look to any kitchen.",59,,,true,false,in_stock,
"Garden Hose Spray Nozzle, Green, ABS, 7 Spray Patterns, Anti-Slip Handle, Adjustable Water Flow Control",accessories,"Transform your garden watering routine with this heavy-duty Garden Hose Spray Nozzle, designed to handle all your outdoor watering needs with ease. Built from a durable ABS frame, this robust nozzle is constructed to withstand regular use in all weather conditions. The standout feature is its versatile 7-pattern rotating spray head, offering a wide range of settings including Centre, Cone, Full...",79,,,true,false,in_stock,
30W GD PLUS Solar Lighting System with 3 Light Bulbs - GD-8017,solar,GD Lite Solar Home Lighting System uses the sun's renewable energy to light up your home and you can charge your mobile phone also. The solar cells in the system convert the sun's energy directly to electricity. This electricity is stored in the battery and used for lighting and charging mobile phone & other small appliances whenever required.,400,,,true,true,in_stock,
"4'' Stainless Steel Door Bolt Latch, Silver, for Wooden Doors, Cabinets and Desks, Sliding Barrel Lock with Strike Plate",accessories,"This 4-inch (approximately 10 cm) stainless steel door bolt latch is a reliable and sturdy security solution for your home or office. Crafted from high-quality stainless steel with a polished silver finish, this sliding barrel lock offers both durability and a sleek appearance that complements a variety of surfaces. The set includes a strike plate, making installation straightforward and hassle...",45,,,true,false,in_stock,
PROFESSIONAL RATCHET CRIMPING TOOL,accessories,"Upgrade your toolkit with the PROFESSIONAL RATCHET TYPE BNC CRIMPING TOOL, designed to ensure precise and secure connections every time. Crafted for reliability, this tool is a must-have for any serious technician working with BNC connectors. Enjoy effortless operation and consistent results, thanks to its ergonomic design and robust construction.",199,,,true,false,in_stock,
